4170	4230
1.0
13.8
10000.0
    1	    0.0000	    0.0000	  0	 777690.3981	 646922.7881
    2	    0.0000	    0.0000	  0	 779727.3106	 647662.2402
    3	    0.0000	    0.0000	 29	 775605.9599	 647580.0330
    4	    0.0000	    0.0000	  0	 778971.5221	 648315.1136
    5	    0.0000	    0.0000	  0	 776675.1740	 645563.8606
    6	    0.0000	    0.0000	  0	 776198.4714	 646100.9885
    7	   38.0000	   18.4042	  1	 780198.8204	 646928.7966
    8	    0.0000	    0.0000	  0	 778885.4629	 646915.4224
    9	    0.0000	    0.0000	  0	 776460.1653	 645394.0562
   10	    0.0000	    0.0000	  0	 776438.2097	 645384.2894
   11	    0.0000	    0.0000	  0	 771435.4750	 649354.2470
   12	    0.0000	    0.0000	  0	 778635.1435	 646333.2195
   13	    0.0000	    0.0000	  0	 778986.0523	 647741.4938
   14	    0.0000	    0.0000	  0	 778366.0055	 647321.1998
   15	    0.0000	    0.0000	 50	 779742.6127	 648754.1047
   16	    0.0000	    0.0000	  0	 779991.3861	 645460.7445
   17	   23.0000	   11.1394	  0	 776347.6623	 648849.5484
   18	   18.0000	    8.8195	  0	 779018.1097	 647740.9756
   19	   28.0000	   14.3448	  0	 777403.9976	 647090.9979
   20	    0.0000	    0.0000	 57	 774928.8684	 646732.1072
   21	    0.0000	    0.0000	 35	 777385.1271	 647061.8793
   22	    0.0000	    0.0000	  2	 777527.4689	 646528.2915
   23	    3.0000	    1.2780	  0	 778650.5950	 645190.1407
   24	    4.0000	    1.9373	  1	 776072.9957	 648306.0042
   25	    0.0000	    0.0000	  0	 777200.5740	 645379.7622
   26	    3.0000	    1.4530	 31	 780660.0027	 647749.0026
   27	    0.0000	    0.0000	  1	 778890.0101	 648232.3556
   28	   10.0000	    4.8432	  0	 776006.9969	 648174.9983
   29	    0.0000	    0.0000	  0	 776325.5252	 648610.9459
   30	    0.0000	    0.0000	  0	 774995.1138	 648942.3065
   31	    0.0000	    0.0000	  0	 775940.3840	 648041.5256
   32	    0.0000	    0.0000	  0	 775939.3495	 648028.2526
   33	    0.0000	    0.0000	  0	 775925.0021	 647996.5421
   34	    0.0000	    0.0000	  0	 775905.0001	 647985.0001
   35	    0.0000	    0.0000	  0	 780346.5281	 650150.1166
   36	    0.0000	    0.0000	  0	 779027.6575	 646039.9707
   38	    0.0000	    0.0000	  0	 779129.9014	 647950.1250
   39	    0.0000	    0.0000	  0	 779100.9761	 647944.1026
   40	   23.0000	   11.2694	 40	 779094.0005	 647943.9976
   41	    0.0000	    0.0000	  0	 775739.8410	 638625.5953
   42	    0.0000	    0.0000	114	 776127.9482	 645918.2070
   43	   14.0000	    5.9640	  0	 778605.9961	 644886.0002
   44	    0.0000	    0.0000	  0	 777211.6175	 646058.4864
   45	   49.0000	   24.0087	  0	 777927.0018	 647393.0023
   46	    0.0000	    0.0000	  0	 777907.4103	 647405.1756
   47	    0.0000	    0.0000	  0	 776157.7211	 647851.2000
   48	    0.0000	    0.0000	  0	 777497.5577	 647958.3758
   49	    0.0000	    0.0000	  0	 779507.0684	 648939.7435
   50	    0.0000	    0.0000	  0	 778953.6892	 644815.6979
   51	    0.0000	    0.0000	  2	 771952.1797	 644597.6124
   52	    0.0000	    0.0000	 84	 779731.5951	 648611.0097
   53	    0.0000	    0.0000	  1	 776510.6416	 648372.5102
   54	   21.0000	   10.7586	  0	 776555.0035	 648439.9974
   55	    0.0000	    0.0000	 11	 777665.1606	 646044.5982
   56	   30.0000	   14.5297	  0	 778962.8288	 647402.3205
   57	    0.0000	    0.0000	 66	 778965.1760	 647078.8491
   58	    5.0000	    2.5616	  1	 777644.9981	 647416.0040
   59	    0.0000	    0.0000	 11	 778014.0299	 648141.2208
   60	   25.0000	   12.8079	  0	 778032.0032	 648162.0023
   61	    0.0000	    0.0000	  0	 780512.5981	 646266.4065
   62	    6.0000	    2.9059	  0	 779895.0019	 647030.9985
   63	    0.0000	    0.0000	  1	 776044.9500	 646043.8220
   64	    0.0000	    0.0000	  1	 776433.3281	 645395.5772
   65	    0.0000	    0.0000	  0	 777662.6587	 645797.3627
   66	    0.0000	    0.0000	  0	 773119.9964	 650799.0017
   67	    9.0000	    5.1005	  0	 771465.2793	 645660.2166
   68	    0.0000	    0.0000	  0	 771473.1259	 645660.3682
   69	    0.0000	    0.0000	  0	 775174.3530	 644954.5393
   70	    0.0000	    0.0000	 38	 779352.0824	 645992.3943
   71	    0.0000	    0.0000	  0	 780140.0004	 646779.9963
   72	    0.0000	    0.0000	  0	 780144.9340	 646721.6546
   73	    0.0000	    0.0000	  0	 776684.8646	 647323.4947
   74	    0.0000	    0.0000	 10	 777895.8219	 647413.7015
   75	    0.0000	    0.0000	  0	 777527.4689	 646528.1915
   76	    0.0000	    0.0000	 67	 779363.0023	 647437.6614
   77	   14.0000	    6.7805	  1	 779353.9971	 647466.0001
   78	    0.0000	    0.0000	  0	 776983.5873	 645383.3359
   79	   24.0000	   10.9347	  0	 776977.0024	 645414.0023
   80	   51.0000	   21.7259	  0	 778462.0700	 644618.2869
   81	    0.0000	    0.0000	  4	 778740.4679	 642767.3824
   82	    0.0000	    0.0000	  0	 778201.4795	 648694.3158
   83	    0.0000	    0.0000	 48	 778712.5558	 639484.6764
   84	    1.0000	    0.5123	  1	 777673.6233	 648558.2778
   85	    0.0000	    0.0000	 65	 776377.9698	 645593.3494
   86	   14.0000	    6.3786	  0	 778419.0006	 646456.0034
   87	    4.0000	    1.9373	 30	 779901.2726	 649768.5981
   88	   15.0000	    7.3496	  0	 779445.8505	 647778.9717
   89	    0.0000	    0.0000	  0	 778943.7094	 647542.4445
   90	    9.0000	    5.1005	  0	 776615.5662	 646170.8820
   91	    0.0000	    0.0000	  0	 781264.3579	 647099.0424
   92	    0.0000	    0.0000	  0	 771472.1715	 651853.3022
   93	    0.0000	    0.0000	 60	 778620.0020	 646880.0047
   94	    0.0000	    0.0000	  0	 778226.9604	 647100.0348
   95	    0.0000	    0.0000	  0	 778424.2603	 646955.2672
   96	    0.0000	    0.0000	  0	 778543.3416	 646452.4256
   97	    0.0000	    0.0000	  0	 780124.7616	 647735.5759
   98	   36.0000	   16.4021	  1	 778581.0026	 646503.0049
   99	    0.0000	    0.0000	 75	 776307.8773	 645985.1672
