5020	5059
13.2
    1	   19.0000	   11.7751	 86	 726042.0700	 593624.6300
    2	    0.0000	    0.0000	  0	 723550.0000	 593723.0000
    3	    0.0000	    0.0000	  0	 723545.0000	 593733.0000
    4	   25.0000	   15.4936	 73	 726030.0700	 593731.6400
    5	   33.0000	   20.4516	  0	 723117.0700	 593431.5500
    6	    0.0000	    0.0000	  0	 725418.4900	 578267.4000
    7	   21.0000	   13.0146	 69	 726017.0700	 593840.6400
    8	   38.0000	   20.5102	 62	 725104.1700	 593092.0900
    9	    0.0000	    0.0000	  0	 723540.0000	 593743.0000
   10	   28.0000	   17.3528	112	 726006.0700	 593944.6400
   11	    0.0000	    0.0000	  0	 724646.5200	 593052.6300
   12	    4.0000	    2.4790	  3	 712279.9900	 599060.2100
   13	    0.0000	    0.0000	  0	 723531.0000	 593760.0000
   14	    0.0000	    0.0000	 51	 724631.8400	 593244.3000
   15	   26.0000	   14.0333	  0	 724623.0300	 593208.0100
   16	    0.0000	    0.0000	  0	 711212.7400	 598808.9600
   17	  140.0000	   79.3417	  1	 725430.5900	 591560.2000
   18	    0.0000	    0.0000	  0	 726122.3500	 596295.2500
   19	    0.0000	    0.0000	  0	 726466.0400	 590980.6600
   20	    0.0000	    0.0000	  0	 735442.7600	 594902.6100
   21	    0.0000	    0.0000	  0	 725096.0700	 593158.5400
   22	    0.0000	    0.0000	  0	 734193.6200	 592812.0900
   23	    1.0000	    0.6197	  1	 719790.0700	 588850.4600
   24	    0.0000	    0.0000	  0	 728072.6800	 593088.8800
   25	    0.0000	    0.0000	  0	 727934.8300	 593059.9300
   26	    0.0000	    0.0000	  0	 727860.7300	 593044.1000
   27	    0.0000	    0.0000	  0	 711505.0700	 594001.2500
   28	    0.0000	    0.0000	  0	 726979.8800	 592855.9000
   29	    0.0000	    0.0000	  2	 730709.4900	 596211.6100
   30	   24.0000	   11.6237	  1	 724893.4700	 592311.8400
   31	    0.0000	    0.0000	 60	 725169.7400	 592513.9900
   32	   19.0000	   10.2551	 29	 725143.2400	 592520.5500
   33	    0.0000	    0.0000	  0	 718131.1300	 594151.9100
   34	   17.0000	    9.1756	 42	 724928.4700	 592573.6500
   35	   28.0000	   15.1128	  0	 724741.4400	 592619.6300
   36	    0.0000	    0.0000	  0	 725415.8000	 592563.4000
   37	    0.0000	    0.0000	  0	 729459.7400	 589752.0600
   38	    0.0000	    0.0000	  0	 725084.6200	 590487.9600
   39	    0.0000	    0.0000	  0	 722296.2500	 593135.5400
   40	    1.0000	    0.6197	  1	 703697.6000	 594805.4900
   41	    0.0000	    0.0000	  0	 713724.9700	 587461.3200
   42	    0.0000	    0.0000	  1	 725518.1500	 592173.7000
   43	   47.0000	   25.3679	  1	 725504.6600	 592562.6700
   44	    1.0000	    0.6197	  2	 726622.8100	 595889.3800
   45	    0.0000	    0.0000	  0	 719500.0700	 591641.4600
   46	    0.0000	    0.0000	  0	 719440.0700	 591323.9600
   47	    8.0000	    4.9580	  2	 728834.2500	 593294.6100
   48	    0.0000	    0.0000	  0	 727906.6000	 580162.4400
   49	    0.0000	    0.0000	  0	 724589.3300	 591525.6300
   50	   19.0000	   10.2551	 64	 725987.0700	 592325.6700
   51	    0.0000	    0.0000	  0	 729850.0700	 585001.7600
   52	   37.0000	   17.9199	 55	 724383.0700	 592247.5900
